space_group,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,minimum oxidation state,maximum oxidation state,range oxidation state,std_dev oxidation state,density,vpa,packing fraction
223,41.0,79.0,38.0,50.5,14.25,41.0,47.0,66.0,19.0,51.75,7.125,47.0,92.90638,196.966569,104.060189,118.92142725,39.022570875,92.90638,1337.33,2750.0,1412.67,2396.8325,529.75125,2750.0,5.0,11.0,6.0,6.5,2.25,5.0,5.0,6.0,1.0,5.25,0.375,5.0,136.0,164.0,28.0,157.0,10.5,164.0,1.6,2.54,0.94,1.8350000000000002,0.35250000000000004,1.6,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,6.0,5.5,2.25,4.0,0.0,14.0,14.0,3.5,5.25,0.0,5.0,25.0,20.0,10.0,7.5,5.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,4.5,2.25,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,6.0,5.5,2.25,7.0,16.7,18.18,1.4800000000000004,17.81,0.5550000000000006,18.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,229.0,4.0,228.0,1.5,229.0,0,0,0,0.0,10.878019698243486,18.15345819205876,0.6695163230051838
12,6.0,41.0,35.0,25.09090909090909,17.355371900826448,41.0,47.0,77.0,30.0,60.63636363636363,14.876033057851238,47.0,12.0107,92.90638,80.89568,56.13561636363636,40.11356033057851,92.90638,2750.0,3823.0,1073.0,3237.7272727272725,532.0661157024792,2750.0,5.0,14.0,9.0,9.090909090909092,4.462809917355372,5.0,2.0,5.0,3.0,3.6363636363636362,1.4876033057851243,5.0,76.0,164.0,88.0,124.0,43.63636363636363,164.0,1.6,2.55,0.9499999999999997,2.0318181818181817,0.4710743801652891,1.6,1.0,2.0,1.0,1.4545454545454546,0.4958677685950414,1.0,0.0,2.0,2.0,0.9090909090909091,0.9917355371900826,0.0,0.0,4.0,4.0,2.1818181818181817,1.9834710743801656,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.545454545454546,0.4958677685950413,5.0,0.0,1.0,1.0,0.5454545454545454,0.4958677685950414,1.0,0.0,4.0,4.0,1.8181818181818181,1.9834710743801651,0.0,0.0,6.0,6.0,3.272727272727273,2.975206611570248,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,3.0,5.636363636363637,1.487603305785124,7.0,5.64,18.18,12.54,12.48,6.218181818181819,18.18,0.0,4.496,4.496,2.043636363636364,2.2294214876033056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,213.0909090909091,17.355371900826444,229.0,-4,5,9,4.6038160205659295,7.505668362401414,12.419331563653639,0.6134430460658953
227,39.0,77.0,38.0,64.33333333333333,16.88888888888889,77.0,12.0,60.0,48.0,44.0,21.333333333333332,60.0,88.90585,192.217,103.31115000000001,157.77995,45.916066666666666,192.217,1799.0,2739.0,940.0,2425.6666666666665,417.7777777777778,2739.0,3.0,9.0,6.0,7.0,2.6666666666666665,9.0,5.0,6.0,1.0,5.666666666666667,0.44444444444444436,6.0,141.0,190.0,49.0,157.33333333333334,21.777777777777782,141.0,1.22,2.2,0.9800000000000002,1.8733333333333333,0.4355555555555557,2.2,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,6.0,5.0,2.6666666666666665,7.0,0.0,14.0,14.0,9.333333333333334,6.222222222222221,14.0,3.0,23.0,20.0,16.333333333333332,8.88888888888889,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,6.0,5.0,2.6666666666666665,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,6.0,5.0,2.6666666666666665,3.0,14.21,32.365,18.155,20.261666666666667,8.068888888888889,14.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,225.0,31.0,214.66666666666666,13.77777777777778,225.0,0,0,0,0.0,14.355756664289677,18.250502361392485,0.8226442754401037
221,4.0,27.0,23.0,15.5,11.5,4.0,58.0,67.0,9.0,62.5,4.5,58.0,9.012182,58.933195,49.921013,33.9726885,24.9605065,9.012182,1560.0,1768.0,208.0,1664.0,104.0,1560.0,2.0,9.0,7.0,5.5,3.5,2.0,2.0,4.0,2.0,3.0,1.0,2.0,96.0,126.0,30.0,111.0,15.0,96.0,1.57,1.88,0.30999999999999983,1.725,0.15499999999999992,1.57,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,5.5,3.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.5,1.5,0.0,7.89,10.245,2.3549999999999995,9.067499999999999,1.1774999999999998,7.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5484712,1.5484712,0.7742356,0.7742356,0.0,194.0,194.0,0.0,194.0,0.0,194.0,0,0,0,0.0,6.452915083876388,8.742246832387295,0.8667704796879254
221,21.0,46.0,25.0,33.5,12.5,21.0,11.0,62.0,51.0,36.5,25.5,11.0,44.955912,106.42,61.464088000000004,75.687956,30.732044000000002,44.955912,1814.0,1828.05,14.049999999999955,1821.025,7.024999999999977,1814.0,3.0,10.0,7.0,6.5,3.5,3.0,4.0,5.0,1.0,4.5,0.5,4.0,139.0,170.0,31.0,154.5,15.5,139.0,1.36,2.2,0.8400000000000001,1.7800000000000002,0.42000000000000004,1.36,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,9.0,5.5,4.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,6.5,3.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,4.5,4.5,0.0,14.41,22.235,7.824999999999999,18.322499999999998,3.9124999999999996,14.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.35e-06,6.35e-06,3.175e-06,3.175e-06,0.0,194.0,225.0,31.0,209.5,15.5,194.0,0,0,0,0.0,6.884946453419463,18.2547255319147,0.7847646065849595
140,14.0,73.0,59.0,53.333333333333336,26.222222222222218,73.0,48.0,78.0,30.0,58.0,13.333333333333334,48.0,28.0855,180.94788,152.86238,129.99375333333333,67.93883555555556,180.94788,1687.0,3290.0,1603.0,2755.6666666666665,712.4444444444445,3290.0,5.0,14.0,9.0,8.0,4.0,5.0,3.0,6.0,3.0,5.0,1.3333333333333333,6.0,111.0,170.0,59.0,150.33333333333334,26.222222222222218,170.0,1.5,1.9,0.3999999999999999,1.6333333333333335,0.1777777777777778,1.5,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.6666666666666666,0.888888888888889,0.0,0.0,3.0,3.0,2.0,1.3333333333333333,3.0,0.0,14.0,14.0,9.333333333333334,6.222222222222221,14.0,4.0,19.0,15.0,14.0,6.666666666666667,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.3333333333333333,1.777777777777778,0.0,0.0,7.0,7.0,4.666666666666667,3.1111111111111107,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,3.0,6.0,1.3333333333333333,7.0,18.12,20.44,2.3200000000000003,18.893333333333334,1.0311111111111113,18.12,0.0,0.773,0.773,0.25766666666666665,0.3435555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,229.0,2.0,228.33333333333334,0.8888888888888857,229.0,0,0,0,0.0,13.25761451198913,16.28194164408368,0.637012086127349
187,3.0,77.0,74.0,40.0,37.0,3.0,1.0,60.0,59.0,30.5,29.5,1.0,6.941,192.217,185.276,99.57900000000001,92.638,6.941,453.69,2739.0,2285.31,1596.345,1142.655,453.69,1.0,9.0,8.0,5.0,4.0,1.0,2.0,6.0,4.0,4.0,2.0,2.0,128.0,141.0,13.0,134.5,6.5,128.0,0.98,2.2,1.2200000000000002,1.59,0.6100000000000001,0.98,1.0,2.0,1.0,1.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,3.5,3.5,0.0,0.0,14.0,14.0,7.0,7.0,0.0,1.0,23.0,22.0,12.0,11.0,1.0,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,1.0,1.0,14.21,16.5933333333,2.3833333332999977,15.40166666665,1.1916666666499989,14.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,229.0,4.0,227.0,2.0,225.0,0,0,0,0.0,12.152661959246306,13.606469123182666,0.8479806564530148
166,6.0,22.0,16.0,15.846153846153847,7.57396449704142,22.0,43.0,77.0,34.0,56.07692307692308,16.09467455621302,43.0,12.0107,47.867,35.8563,34.076115384615385,16.97339644970414,47.867,1941.0,3823.0,1882.0,2664.846153846154,890.887573964497,1941.0,4.0,14.0,10.0,7.846153846153846,4.733727810650887,4.0,2.0,4.0,2.0,3.230769230769231,0.9467455621301775,4.0,76.0,160.0,84.0,127.6923076923077,39.76331360946745,160.0,1.54,2.55,1.0099999999999998,1.9284615384615384,0.4781065088757396,1.54,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.7692307692307693,0.9467455621301776,0.0,0.0,2.0,2.0,1.2307692307692308,0.9467455621301775,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.5384615384615385,1.8934911242603552,0.0,0.0,8.0,8.0,4.923076923076923,3.78698224852071,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,6.461538461538462,1.893491124260355,8.0,5.64,16.69,11.05,12.44,5.230769230769232,16.69,0.0,4.496,4.496,1.7292307692307696,2.1282840236686393,0.0,0.0,2.25333333333e-05,2.25333333333e-05,1.3866666666646154e-05,1.0666666666650887e-05,2.25333333333e-05,194.0,194.0,0.0,194.0,0.0,194.0,-4,4,8,4.123105625617661,4.546521618632352,12.445716875562656,0.6127291622793272
55,3.0,14.0,11.0,5.444444444444445,3.80246913580247,3.0,1.0,78.0,77.0,18.11111111111111,26.61728395061728,1.0,6.941,28.0855,21.1445,11.639777777777777,7.3092098765432105,6.941,453.69,1687.0,1233.31,727.7588888888889,426.3293827160494,453.69,1.0,14.0,13.0,3.888888888888889,4.493827160493827,1.0,2.0,3.0,1.0,2.2222222222222223,0.34567901234567905,2.0,111.0,128.0,17.0,124.22222222222223,5.87654320987654,128.0,0.98,1.9,0.9199999999999999,1.1844444444444444,0.3180246913580247,0.98,1.0,2.0,1.0,1.2222222222222223,0.34567901234567905,1.0,0.0,2.0,2.0,0.4444444444444444,0.691358024691358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.6666666666666667,1.037037037037037,1.0,0.0,1.0,1.0,0.7777777777777778,0.345679012345679,1.0,0.0,4.0,4.0,0.8888888888888888,1.382716049382716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.6666666666666667,1.037037037037037,1.0,16.5933333333,20.44,3.8466666667000027,17.448148148122222,1.3297119341679025,16.5933333333,0.0,0.773,0.773,0.17177777777777778,0.2672098765432099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,229.0,2.0,228.55555555555554,0.6913580246913651,229.0,0,0,0,0.0,1.2957779123118078,14.916372275599871,0.748922886983081
15,6.0,26.0,20.0,20.285714285714285,8.16326530612245,26.0,55.0,77.0,22.0,61.285714285714285,8.979591836734693,55.0,12.0107,55.845,43.8343,43.32091428571429,17.891551020408162,55.845,1811.0,3823.0,2012.0,2385.8571428571427,821.2244897959182,1811.0,8.0,14.0,6.0,9.714285714285714,2.4489795918367343,8.0,2.0,4.0,2.0,3.4285714285714284,0.816326530612245,4.0,76.0,132.0,56.0,116.0,22.857142857142858,132.0,1.83,2.55,0.7199999999999998,2.0357142857142856,0.293877551020408,1.83,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.5714285714285714,0.8163265306122448,0.0,0.0,6.0,6.0,4.285714285714286,2.448979591836735,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,6.857142857142857,1.63265306122449,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.1428571428571428,1.6326530612244896,0.0,0.0,4.0,4.0,2.857142857142857,1.6326530612244896,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0,5.64,10.73,5.090000000000001,9.275714285714287,2.0775510204081633,10.73,0.0,4.496,4.496,1.2845714285714287,1.8351020408163268,0.0,0.0,2.1106628,2.1106628,1.5076162857142859,0.8614950204081632,2.1106628,194.0,229.0,35.0,219.0,14.285714285714286,229.0,0,0,0,0.0,7.789613161375772,9.23487072874791,0.9334760057457979
221,44.0,72.0,28.0,58.0,14.0,44.0,45.0,56.0,11.0,50.5,5.5,45.0,101.07,178.49,77.42000000000002,139.78,38.71000000000001,101.07,2506.0,2607.0,101.0,2556.5,50.5,2506.0,4.0,8.0,4.0,6.0,2.0,4.0,5.0,6.0,1.0,5.5,0.5,5.0,146.0,175.0,29.0,160.5,14.5,146.0,1.3,2.2,0.9000000000000001,1.75,0.45000000000000007,1.3,1.0,2.0,1.0,1.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,4.5,2.5,2.0,0.0,14.0,14.0,7.0,7.0,0.0,8.0,18.0,10.0,13.0,5.0,8.0,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,5.5,2.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,6.0,2.0,4.0,13.51,22.2,8.69,17.855,4.345,13.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,194.0,0.0,194.0,0.0,194.0,0,0,0,0.0,13.537383967033987,17.145864466471423,0.7232444666835941
62,14.0,46.0,32.0,36.25,11.125,46.0,12.0,78.0,66.0,53.5,20.75,62.0,28.0855,106.42,78.3345,82.4578375,27.186168750000004,106.42,1687.0,1828.05,141.04999999999995,1785.525,49.26249999999993,1828.05,3.0,14.0,11.0,9.25,3.125,10.0,3.0,5.0,2.0,4.5,0.75,5.0,111.0,190.0,79.0,144.75,22.625,139.0,1.22,2.2,0.9800000000000002,1.8800000000000001,0.33,2.2,0.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,0.5,0.75,0.0,0.0,10.0,10.0,5.25,4.75,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,6.75,3.25,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.5,0.0,0.0,9.0,9.0,2.25,3.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,3.25,3.25,0.0,14.41,32.365,17.955000000000002,20.40625,5.996250000000001,14.41,0.0,0.773,0.773,0.19325,0.289875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,227.0,33.0,217.75,11.875,225.0,0,0,0,0.0,7.659010365054346,17.877565637049884,0.741045872192604
62,13.0,46.0,33.0,35.0,14.666666666666666,46.0,62.0,73.0,11.0,65.66666666666667,4.88888888888889,62.0,26.9815386,106.42,79.4384614,79.94051286666667,35.30598284444445,106.42,933.47,1828.05,894.5799999999999,1529.8566666666666,397.5911111111111,1828.05,10.0,13.0,3.0,11.0,1.3333333333333333,10.0,3.0,5.0,2.0,4.333333333333333,0.888888888888889,5.0,121.0,139.0,18.0,133.0,8.0,139.0,1.61,2.2,0.5900000000000001,2.0033333333333334,0.2622222222222223,2.2,0.0,2.0,2.0,0.6666666666666666,0.888888888888889,0.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444445,0.0,0.0,10.0,10.0,6.666666666666667,4.444444444444444,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,7.666666666666667,3.1111111111111107,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.6666666666666667,2.222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.6666666666666667,2.222222222222222,0.0,14.41,16.48,2.0700000000000003,15.1,0.9199999999999999,14.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,225.0,0.0,225.0,0.0,225.0,0,0,0,0.0,8.97772735452804,14.785963014591717,0.7026779719348524
191,27.0,39.0,12.0,29.0,3.3333333333333335,27.0,12.0,58.0,46.0,50.333333333333336,12.777777777777777,58.0,58.933195,88.90585,29.972655000000003,63.9286375,8.325737500000002,58.933195,1768.0,1799.0,31.0,1773.1666666666667,8.611111111111162,1768.0,3.0,9.0,6.0,8.0,1.6666666666666667,9.0,4.0,5.0,1.0,4.166666666666667,0.27777777777777796,4.0,126.0,190.0,64.0,136.66666666666666,17.77777777777777,126.0,1.22,1.88,0.6599999999999999,1.7699999999999998,0.18333333333333338,1.88,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,6.0,6.0,1.6666666666666667,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,6.0,8.0,1.6666666666666667,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,6.0,4.0,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,6.0,4.0,1.6666666666666667,3.0,10.245,32.365,22.120000000000005,13.931666666666667,6.144444444444446,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5484712,1.5484712,1.2903926666666667,0.43013088888888884,1.5484712,194.0,194.0,0.0,194.0,0.0,194.0,0,0,0,0.0,7.671593896354959,13.837541647466265,0.91489032649969
123,26.0,46.0,20.0,36.0,10.0,26.0,55.0,62.0,7.0,58.5,3.5,55.0,55.845,106.42,50.575,81.1325,25.2875,55.845,1811.0,1828.05,17.049999999999955,1819.525,8.524999999999977,1811.0,8.0,10.0,2.0,9.0,1.0,8.0,4.0,5.0,1.0,4.5,0.5,4.0,132.0,139.0,7.0,135.5,3.5,132.0,1.83,2.2,0.3700000000000001,2.015,0.18500000000000005,1.83,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,4.0,8.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,2.0,9.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,2.0,0.0,10.73,14.41,3.6799999999999997,12.57,1.8399999999999999,10.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,1.0553314,1.0553314,0.0,225.0,229.0,4.0,227.0,2.0,225.0,0,0,0,0.0,9.667019615925279,13.936424169346159,0.8247481694203563
221,13.0,27.0,14.0,20.0,7.0,13.0,58.0,73.0,15.0,65.5,7.5,58.0,26.9815386,58.933195,31.951656399999997,42.9573668,15.975828199999999,26.9815386,933.47,1768.0,834.53,1350.7350000000001,417.265,933.47,9.0,13.0,4.0,11.0,2.0,9.0,3.0,4.0,1.0,3.5,0.5,3.0,121.0,126.0,5.0,123.5,2.5,121.0,1.61,1.88,0.2699999999999998,1.745,0.1349999999999999,1.61,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.5,0.5,0.0,0.0,7.0,7.0,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,6.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.5,2.5,0.0,0.0,3.0,3.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,4.0,1.0,3.0,10.245,16.48,6.235000000000001,13.3625,3.1175000000000006,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5484712,1.5484712,0.7742356,0.7742356,0.0,194.0,225.0,31.0,209.5,15.5,194.0,0,0,0,0.0,6.140034150907692,11.617587788028938,0.7956568052739165
194,51.0,78.0,27.0,64.5,13.5,51.0,63.0,85.0,22.0,74.0,11.0,63.0,121.76,195.084,73.324,158.422,36.662,121.76,903.78,2041.4,1137.6200000000001,1472.5900000000001,568.8100000000001,903.78,10.0,15.0,5.0,12.5,2.5,10.0,5.0,6.0,1.0,5.5,0.5,5.0,136.0,139.0,3.0,137.5,1.5,136.0,2.05,2.28,0.22999999999999998,2.165,0.11499999999999999,2.05,1.0,2.0,1.0,1.5,0.5,1.0,0.0,3.0,3.0,1.5,1.5,0.0,9.0,10.0,1.0,9.5,0.5,9.0,0.0,14.0,14.0,7.0,7.0,0.0,15.0,24.0,9.0,19.5,4.5,15.0,0.0,1.0,1.0,0.5,0.5,0.0,0.0,3.0,3.0,1.5,1.5,0.0,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.5,0.5,2.0,15.02,31.56,16.54,23.29,8.27,15.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,225.0,59.0,195.5,29.5,166.0,-2,2,4,2.8284271247461903,12.261905625764667,21.45391817860285,0.5378049139103926
140,23.0,51.0,28.0,41.666666666666664,12.444444444444445,51.0,46.0,85.0,39.0,72.0,17.333333333333332,85.0,50.9415,121.76,70.8185,98.15383333333334,31.474888888888888,121.76,903.78,2183.0,1279.22,1330.1866666666667,568.5422222222222,903.78,5.0,15.0,10.0,11.666666666666666,4.444444444444445,15.0,4.0,5.0,1.0,4.666666666666667,0.44444444444444436,5.0,139.0,153.0,14.0,143.66666666666666,6.222222222222219,139.0,1.63,2.05,0.41999999999999993,1.91,0.18666666666666662,2.05,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,2.0,1.3333333333333333,3.0,3.0,10.0,7.0,7.666666666666667,3.1111111111111107,10.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,10.0,11.666666666666666,4.444444444444445,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,1.3333333333333333,3.0,0.0,7.0,7.0,2.3333333333333335,3.1111111111111107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,4.333333333333333,1.7777777777777777,3.0,13.01,31.56,18.549999999999997,25.376666666666665,8.244444444444445,31.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,229.0,63.0,187.0,28.0,166.0,-3,5,8,4.358898943540674,8.00951868360781,20.34932200359495,0.5871791988925972
